Jurisdiction ,Bill Number ,Bill Title ,Bill Status ,Bill Summary ,Category ,Year
Texas,S 1528,Department of Family and Protective Services,Failed,"Relates to prevention and early intervention services by the Department of Family and Protective Services. The department may not use data techniques, including predictive analytics, risk–based modeling, and other similar assessments, to: (1) identify or target services under this section to a specific family or individual; or (2) diagnose the health of or assess the health risks to an individual without the individual's consent to take part in a diagnosis or assessment.",Government Use,2021
Texas,No regular 2022 session,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2022
Texas,H 3633 ,State Workforce Commission ,Failed,Relates to a study on the establishment of a program administered by the State Workforce Commission to train individuals in certain skills related to artificial intelligence systems. ,Education/Training; Studies ,2023
Texas,H 4168 ,Department of Family and Protective Services ,Failed,Relates to prevention and early intervention services by the Department of Family and Protective Services. ,Government Use ,2023
Texas,H 4318 ,Grant Program for Crime Victim Notification Systems ,Failed,Relates to a grant program for crime victim notification systems. ,Government Use ,2023
Texas,H 4695 ,Artificial Intelligence Mental Health Services ,Failed,Relates to the provision of artificial intelligence mental health services. ,Health Use ,2023
Texas,"H 1, Third Special Session ",Primary and Secondary Education ,Failed,"Relates to primary and secondary education, including the certification, compensation and health coverage of certain public school employees; the public school finance system; special education in public schools; the establishment of an education savings account program; measures to support the education of public school students that include certain educational grant programs, reading instruction and early childhood education; the provision of virtual education; grading systems and the impact that those systems will have on the assessment and accountability system, including the use of artificial intelligence in grading systems; and public school accountability. ",Government Use ,2023
Texas,"H 1, Fourth Special Session ",Primary and Secondary Education ,Failed,"Relates to primary and secondary education, including the certification, compensation and health coverage of certain public school employees; the public school finance system; special education in public schools; the establishment of an education savings account program; measures to support the education of public school students that include certain educational grant programs, reading instruction and early childhood education; the provision of virtual education; grading systems and the impact that those systems will have on the assessment and accountability system, including the use of artificial intelligence in grading systems; and public school accountability. ",Government Use ,2023
Texas,H 2060 ,Artificial Intelligence Advisory Council ,Enacted,Relates to the creation of the artificial intelligence advisory council. ,Government Use; Studies ,2023
Texas,S 2085 ,Grant Program for Crime Victim Notification Systems ,Enacted,"Provides that the Criminal Justice Division shall establish and administer a grant program to provide financial assistance to a law enforcement agency for purposes of purchasing or developing a crime victim notification system, provides that the division shall, among other things, establish eligibility criteria for grant applicants and grant application procedures, provides that a crime victim notification system for which a law enforcement agency seeks a grant must meet specified requirements. ",Government Use ,2023
Texas,No 2024 legislative session ,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2024
Utah,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2019
Utah,S 96,Emerging Technology Talent Initiative,Enacted,Creates a deep technology talent initiative within higher education.,Education/Training,2020
Utah,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2021
Utah,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2022
Utah,H 61 ,School Safety Requirements ,Enacted,"Relates to school safety and security issues; creates a state security chief position within the Department of Public Safety; requires each county sheriff to identify an individual within the sheriff’s office to coordinate between the county sheriff’s office, the state security chief, and certain police chiefs within the county; creates the School Security Task Force; requires the task force to develop the qualifications, duties and scope of authority of the state security chief; appropriates funds. ",Government Use ,2023
Utah,H 329 ,Artificial Intelligence in Political Advertising ,Failed,Addresses AI and political advertising. ,Elections ,2024
Utah,H 249 ,Utah Legal Personhood Amendments ,Enacted,Addresses legal personhood; prohibits a governmental entity from granting or recognizing legal personhood in certain categories of nonhumans. ,Personhood ,2024
